Source|StoryID|File|Full Story|Title|Sentence Number|Original Sentence|Modifier Type|Modifier|Head|Preremove Sentence Part|To Remove Part|Postremove Sentence Part|Removed Words Start Index|Removed Words End Index|Head Word Index
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_k031.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_6.dat|Pieces of dog poo on the pavements are a real danger. Time and again children or the elderly slip on them. A fine for leaving dog waste behind admittedly seems rather authoritarian, but similar rules are often in place for bicycles on park paths, after all. Increasing penalties is therefore the right way. A dog dirt-free city will be more attractive not only for its residents but also for tourists!|[no title]|4|A dog dirt-free city will be more attractive not only for its residents but also for tourists!|compound|dog|city|A|dog|dirt-free city will be more attractive not only for its residents but also for tourists!|2|2|4
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_k031.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_6.dat|Pieces of dog poo on the pavements are a real danger. Time and again children or the elderly slip on them. A fine for leaving dog waste behind admittedly seems rather authoritarian, but similar rules are often in place for bicycles on park paths, after all. Increasing penalties is therefore the right way. A dog dirt-free city will be more attractive not only for its residents but also for tourists!|[no title]|4|A dog dirt-free city will be more attractive not only for its residents but also for tourists!|amod|dirt-free|city|A dog|dirt-free|city will be more attractive not only for its residents but also for tourists!|3|3|4
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_k023.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_94.dat|The BA dissertation should, if not make up the entire grade, then at least constitute a larger share of it. For a good overall grade opens many doors, but is not of top priority for employers. With a BA dissertation one can, however, demonstrate interests and subject matter expertise particularly well. After all one doesn't excel in every subject.|[no title]|0|The BA dissertation should, if not make up the entire grade, then at least constitute a larger share of it.|advmod|then|constitute|The BA dissertation should, if not make up the entire grade,|then|at least constitute a larger share of it.|12|12|17
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_k023.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_94.dat|The BA dissertation should, if not make up the entire grade, then at least constitute a larger share of it. For a good overall grade opens many doors, but is not of top priority for employers. With a BA dissertation one can, however, demonstrate interests and subject matter expertise particularly well. After all one doesn't excel in every subject.|[no title]|0|The BA dissertation should, if not make up the entire grade, then at least constitute a larger share of it.|amod|larger|share|The BA dissertation should, if not make up the entire grade, then at least constitute a|larger|share of it.|17|17|20
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_k023.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_94.dat|The BA dissertation should, if not make up the entire grade, then at least constitute a larger share of it. For a good overall grade opens many doors, but is not of top priority for employers. With a BA dissertation one can, however, demonstrate interests and subject matter expertise particularly well. After all one doesn't excel in every subject.|[no title]|1|For a good overall grade opens many doors, but is not of top priority for employers.|amod|good|grade|For an|good|overall grade opens many doors, but is not of top priority for employers.|3|3|5
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_k023.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_94.dat|The BA dissertation should, if not make up the entire grade, then at least constitute a larger share of it. For a good overall grade opens many doors, but is not of top priority for employers. With a BA dissertation one can, however, demonstrate interests and subject matter expertise particularly well. After all one doesn't excel in every subject.|[no title]|1|For a good overall grade opens many doors, but is not of top priority for employers.|amod|top|priority|For a good overall grade opens many doors, but is not of|top|priority for employers.|13|13|15
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_k023.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_94.dat|The BA dissertation should, if not make up the entire grade, then at least constitute a larger share of it. For a good overall grade opens many doors, but is not of top priority for employers. With a BA dissertation one can, however, demonstrate interests and subject matter expertise particularly well. After all one doesn't excel in every subject.|[no title]|2|With a BA dissertation one can, however, demonstrate interests and subject matter expertise particularly well.|advmod|however|demonstrate|With a BA dissertation one can,|however,|demonstrate interests and subject matter expertise particularly well.|7|7|10
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_k025.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_73.dat|Capital punishment is not a solution, as it cannot be ruled out that the judicial process may make mistakes. Criminals should not be put in luxury prisons, though. After all there are criminals who enjoy 'living' in prison for its decent board, no taxes to be paid, no stress with work. Still, the state needs the death penalty as a deterrent to horrific crimes.|[no title]|0|Capital punishment is not a solution, as it cannot be ruled out that the judicial process may make mistakes.|amod|judicial|process|Capital punishment is not a solution, as it cannot be ruled out that the judicial|process|may make mistakes.|16|16|18
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_k025.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_73.dat|Capital punishment is not a solution, as it cannot be ruled out that the judicial process may make mistakes. Criminals should not be put in luxury prisons, though. After all there are criminals who enjoy 'living' in prison for its decent board, no taxes to be paid, no stress with work. Still, the state needs the death penalty as a deterrent to horrific crimes.|[no title]|1|Criminals should not be put in luxury prisons, though.|compound|luxury|prisons|Criminals should not be put in|luxury|prisons, though.|7|7|8
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_k025.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_73.dat|Capital punishment is not a solution, as it cannot be ruled out that the judicial process may make mistakes. Criminals should not be put in luxury prisons, though. After all there are criminals who enjoy 'living' in prison for its decent board, no taxes to be paid, no stress with work. Still, the state needs the death penalty as a deterrent to horrific crimes.|[no title]|1|Criminals should not be put in luxury prisons, though.|advmod|though|put|Criminals should not be put in luxury prisons,|though|.|9|9|5
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_k025.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_73.dat|Capital punishment is not a solution, as it cannot be ruled out that the judicial process may make mistakes. Criminals should not be put in luxury prisons, though. After all there are criminals who enjoy 'living' in prison for its decent board, no taxes to be paid, no stress with work. Still, the state needs the death penalty as a deterrent to horrific crimes.|[no title]|2|After all there are criminals who enjoy 'living' in prison for its decent board, no taxes to be paid, no stress with work.|amod|decent|board|After all there are criminals who enjoy 'living' in prison for its|decent|board, no taxes to be paid, no stress with work.|13|13|16
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_k025.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_73.dat|Capital punishment is not a solution, as it cannot be ruled out that the judicial process may make mistakes. Criminals should not be put in luxury prisons, though. After all there are criminals who enjoy 'living' in prison for its decent board, no taxes to be paid, no stress with work. Still, the state needs the death penalty as a deterrent to horrific crimes.|[no title]|3|Still, the state needs the death penalty as a deterrent to horrific crimes.|advmod|Still|needs||Still,|The state needs the death penalty as a deterrent to horrific crimes.|1|1|5
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_k025.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_73.dat|Capital punishment is not a solution, as it cannot be ruled out that the judicial process may make mistakes. Criminals should not be put in luxury prisons, though. After all there are criminals who enjoy 'living' in prison for its decent board, no taxes to be paid, no stress with work. Still, the state needs the death penalty as a deterrent to horrific crimes.|[no title]|3|Still, the state needs the death penalty as a deterrent to horrific crimes.|amod|horrific|crimes|Still, the state needs the death penalty as a deterrent to|horrific|crimes.|12|12|14
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_k010.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_17.dat|Considering what's on television these days, it would be appropriate to only have those people pay who actually (want to) follow the programming. In some cases there are only shows for older generations on at prime times, so why then should everyone pay for this? By now you have advertising on all channels, so there's no advantage for the current paying viewers of the public broadcasters. Nevertheless one has to point out that there'd probably be way fewer stations if it weren’t the whole of Germany that’s obliged to pay. That shouldn't be an issue though, given the sheer number of programmes and stations that essentially show the same things anyway.|[no title]|1|In some cases there are only shows for older generations on at prime times, so why then should everyone pay for this?|amod|older|generations|In some cases there are only shows for|older|generations on at prime times, so why then should everyone pay for this?|9|9|10
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_k010.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_17.dat|Considering what's on television these days, it would be appropriate to only have those people pay who actually (want to) follow the programming. In some cases there are only shows for older generations on at prime times, so why then should everyone pay for this? By now you have advertising on all channels, so there's no advantage for the current paying viewers of the public broadcasters. Nevertheless one has to point out that there'd probably be way fewer stations if it weren’t the whole of Germany that’s obliged to pay. That shouldn't be an issue though, given the sheer number of programmes and stations that essentially show the same things anyway.|[no title]|1|In some cases there are only shows for older generations on at prime times, so why then should everyone pay for this?|amod|prime|times|In some cases there are only shows for older generations on at|prime|times, so why then should everyone pay for this?|13|13|14
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_k010.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_17.dat|Considering what's on television these days, it would be appropriate to only have those people pay who actually (want to) follow the programming. In some cases there are only shows for older generations on at prime times, so why then should everyone pay for this? By now you have advertising on all channels, so there's no advantage for the current paying viewers of the public broadcasters. Nevertheless one has to point out that there'd probably be way fewer stations if it weren’t the whole of Germany that’s obliged to pay. That shouldn't be an issue though, given the sheer number of programmes and stations that essentially show the same things anyway.|[no title]|1|In some cases there are only shows for older generations on at prime times, so why then should everyone pay for this?|advmod|everyone|pay|In some cases there are only shows for older generations on at prime times, so why then should|everyone|pay for this?|19|19|21
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_k010.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_17.dat|Considering what's on television these days, it would be appropriate to only have those people pay who actually (want to) follow the programming. In some cases there are only shows for older generations on at prime times, so why then should everyone pay for this? By now you have advertising on all channels, so there's no advantage for the current paying viewers of the public broadcasters. Nevertheless one has to point out that there'd probably be way fewer stations if it weren’t the whole of Germany that’s obliged to pay. That shouldn't be an issue though, given the sheer number of programmes and stations that essentially show the same things anyway.|[no title]|3|Nevertheless one has to point out that there'd probably be way fewer stations if it weren’t the whole of Germany that’s obliged to pay.|advmod|probably|stations|Nevertheless one has to point out that there'd|probably|be way fewer stations if it weren’t the whole of Germany that’s obliged to pay.|9|9|14
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_k010.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_17.dat|Considering what's on television these days, it would be appropriate to only have those people pay who actually (want to) follow the programming. In some cases there are only shows for older generations on at prime times, so why then should everyone pay for this? By now you have advertising on all channels, so there's no advantage for the current paying viewers of the public broadcasters. Nevertheless one has to point out that there'd probably be way fewer stations if it weren’t the whole of Germany that’s obliged to pay. That shouldn't be an issue though, given the sheer number of programmes and stations that essentially show the same things anyway.|[no title]|4|That shouldn't be an issue though, given the sheer number of programmes and stations that essentially show the same things anyway.|amod|sheer|number|That shouldn't be an issue though, given the|sheer|number of programmes and stations that essentially show the same things anyway.|9|9|12
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_k010.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_17.dat|Considering what's on television these days, it would be appropriate to only have those people pay who actually (want to) follow the programming. In some cases there are only shows for older generations on at prime times, so why then should everyone pay for this? By now you have advertising on all channels, so there's no advantage for the current paying viewers of the public broadcasters. Nevertheless one has to point out that there'd probably be way fewer stations if it weren’t the whole of Germany that’s obliged to pay. That shouldn't be an issue though, given the sheer number of programmes and stations that essentially show the same things anyway.|[no title]|4|That shouldn't be an issue though, given the sheer number of programmes and stations that essentially show the same things anyway.|amod|same|things|That shouldn't be an issue though, given the sheer number of programmes and stations that essentially show the|same|things anyway.|19|19|22
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_k002.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_87.dat|Actually it would be justified if all German universities charged tuition fees. As long as it is ensured that the funds really benefit the universities directly, one can continue to regard this as social justice. Those who study later decide this early on, anyway. It's always possible to take out a student loan or to earn a scholarship. To oblige non-academics to finance others' degrees through taxes, however, is not just.|[no title]|1|As long as it is ensured that the funds really benefit the universities directly, one can continue to regard this as social justice.|advmod|long|continue||As long as it is ensured that the funds really benefit the universities directly,|One can continue to regard this as social justice.|1|14|18
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_k002.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_87.dat|Actually it would be justified if all German universities charged tuition fees. As long as it is ensured that the funds really benefit the universities directly, one can continue to regard this as social justice. Those who study later decide this early on, anyway. It's always possible to take out a student loan or to earn a scholarship. To oblige non-academics to finance others' degrees through taxes, however, is not just.|[no title]|1|As long as it is ensured that the funds really benefit the universities directly, one can continue to regard this as social justice.|advmod|really|benefit|As long as it is ensured that the funds|really|benefit the universities directly, one can continue to regard this as social justice.|10|10|11
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b020.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_108.dat|Olympic events are rooted in old traditions. On the other hand, the events have a culturally determined character. Our society is strongly digitized and influenced by computers. Yet sports are usually associated with physical training. Since however skat, chess etc. are not accepted as Olympic events, computer games should also not be recognized as Olympic events.|[no title]|1|On the other hand, the events have a culturally determined character.|amod|other|hand|On the|other|hand, the events have a culturally determined character.|3|3|4
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b020.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_108.dat|Olympic events are rooted in old traditions. On the other hand, the events have a culturally determined character. Our society is strongly digitized and influenced by computers. Yet sports are usually associated with physical training. Since however skat, chess etc. are not accepted as Olympic events, computer games should also not be recognized as Olympic events.|[no title]|1|On the other hand, the events have a culturally determined character.|amod|determined|character|On the other hand, the events have a|culturally determined|character.|9|10|12
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b020.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_108.dat|Olympic events are rooted in old traditions. On the other hand, the events have a culturally determined character. Our society is strongly digitized and influenced by computers. Yet sports are usually associated with physical training. Since however skat, chess etc. are not accepted as Olympic events, computer games should also not be recognized as Olympic events.|[no title]|5|are not accepted as Olympic events, computer games should also not be recognized as Olympic events.|compound|computer|games|are not accepted as Olympic events,|computer|games should also not be recognized as Olympic events.|7|7|9
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b033.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_33.dat|I find the peripheral housing development at Tempelhofer Feld right for urban planning reasons, as the area is right in the middle of the city (capital). The size of the field allows for both housing and generous open space.|[no title]|0|I find the peripheral housing development at Tempelhofer Feld right for urban planning reasons, as the area is right in the middle of the city (capital).|amod|peripheral|development|I find the|peripheral|housing development at Tempelhofer Feld right for urban planning reasons, as the area is right in the middle of the city (capital).|4|4|6
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b033.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_33.dat|I find the peripheral housing development at Tempelhofer Feld right for urban planning reasons, as the area is right in the middle of the city (capital). The size of the field allows for both housing and generous open space.|[no title]|0|I find the peripheral housing development at Tempelhofer Feld right for urban planning reasons, as the area is right in the middle of the city (capital).|amod|urban|reasons|I find the peripheral housing development at Tempelhofer Feld right for|urban|planning reasons, as the area is right in the middle of the city (capital).|12|12|14
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b044.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_47.dat|As a central airport Berlin Tegel is particularly attractive for business travellers and should by all means remain operational. It is an asset for the economy. The negative impact of air traffic however is considerable. Air traffic is extremely environmentally unfriendly. Particularly in Tegel, the residents have been bearing the stress of aircraft noise for decades.|[no title]|0|As a central airport Berlin Tegel is particularly attractive for business travellers and should by all means remain operational.|amod|central|airport|As an|central|airport Berlin Tegel is particularly attractive for business travellers and should by all means remain operational.|3|3|4
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b044.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_47.dat|As a central airport Berlin Tegel is particularly attractive for business travellers and should by all means remain operational. It is an asset for the economy. The negative impact of air traffic however is considerable. Air traffic is extremely environmentally unfriendly. Particularly in Tegel, the residents have been bearing the stress of aircraft noise for decades.|[no title]|0|As a central airport Berlin Tegel is particularly attractive for business travellers and should by all means remain operational.|advmod|means|remain|As a central airport Berlin Tegel is particularly attractive for business travellers and should|by all means|remain operational.|15|17|18
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b044.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_47.dat|As a central airport Berlin Tegel is particularly attractive for business travellers and should by all means remain operational. It is an asset for the economy. The negative impact of air traffic however is considerable. Air traffic is extremely environmentally unfriendly. Particularly in Tegel, the residents have been bearing the stress of aircraft noise for decades.|[no title]|2|The negative impact of air traffic however is considerable.|amod|negative|impact|The|negative|impact of air traffic however is considerable.|2|2|3
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b044.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_47.dat|As a central airport Berlin Tegel is particularly attractive for business travellers and should by all means remain operational. It is an asset for the economy. The negative impact of air traffic however is considerable. Air traffic is extremely environmentally unfriendly. Particularly in Tegel, the residents have been bearing the stress of aircraft noise for decades.|[no title]|2|The negative impact of air traffic however is considerable.|compound|air|traffic|The negative impact of|air|traffic however is considerable.|5|5|6
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b044.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_47.dat|As a central airport Berlin Tegel is particularly attractive for business travellers and should by all means remain operational. It is an asset for the economy. The negative impact of air traffic however is considerable. Air traffic is extremely environmentally unfriendly. Particularly in Tegel, the residents have been bearing the stress of aircraft noise for decades.|[no title]|3|Air traffic is extremely environmentally unfriendly.|compound|Air|traffic||Air|Traffic is extremely environmentally unfriendly.|1|1|2
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b044.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_47.dat|As a central airport Berlin Tegel is particularly attractive for business travellers and should by all means remain operational. It is an asset for the economy. The negative impact of air traffic however is considerable. Air traffic is extremely environmentally unfriendly. Particularly in Tegel, the residents have been bearing the stress of aircraft noise for decades.|[no title]|4|Particularly in Tegel, the residents have been bearing the stress of aircraft noise for decades.|compound|aircraft|noise|Particularly in Tegel, the residents have been bearing the stress of|aircraft|noise for decades.|12|12|14
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b061.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_11.dat|Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them. In individual cases they may indeed act as a deterrent, in general, however, a clean environment and the role model effect of others is more likely to motivate the dog owner to pick up the droppings than a potential fine.|[no title]|1|In individual cases they may indeed act as a deterrent, in general, however, a clean environment and the role model effect of others is more likely to motivate the dog owner to pick up the droppings than a potential fine.|amod|individual|cases|In|individual|cases they may indeed act as a deterrent, in general, however, a clean environment and the role model effect of others is more likely to motivate the dog owner to pick up the droppings than a potential fine.|2|2|3
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b061.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_11.dat|Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them. In individual cases they may indeed act as a deterrent, in general, however, a clean environment and the role model effect of others is more likely to motivate the dog owner to pick up the droppings than a potential fine.|[no title]|1|In individual cases they may indeed act as a deterrent, in general, however, a clean environment and the role model effect of others is more likely to motivate the dog owner to pick up the droppings than a potential fine.|advmod|indeed|act|In individual cases they may|indeed|act as a deterrent, in general, however, a clean environment and the role model effect of others is more likely to motivate the dog owner to pick up the droppings than a potential fine.|6|6|7
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b061.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_11.dat|Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them. In individual cases they may indeed act as a deterrent, in general, however, a clean environment and the role model effect of others is more likely to motivate the dog owner to pick up the droppings than a potential fine.|[no title]|1|In individual cases they may indeed act as a deterrent, in general, however, a clean environment and the role model effect of others is more likely to motivate the dog owner to pick up the droppings than a potential fine.|compound|role|effect|In individual cases they may indeed act as a deterrent, in general, however, a clean environment and the|role|model effect of others is more likely to motivate the dog owner to pick up the droppings than a potential fine.|19|19|24
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b061.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_11.dat|Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them. In individual cases they may indeed act as a deterrent, in general, however, a clean environment and the role model effect of others is more likely to motivate the dog owner to pick up the droppings than a potential fine.|[no title]|1|In individual cases they may indeed act as a deterrent, in general, however, a clean environment and the role model effect of others is more likely to motivate the dog owner to pick up the droppings than a potential fine.|compound|dog|owner|In individual cases they may indeed act as a deterrent, in general, however, a clean environment and the role model effect of others is more likely to motivate the|dog|owner to pick up the droppings than a potential fine.|30|30|34
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_d10.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_109.dat|In a few decades our society will have a disproportionate number of old people: the life expectancy is constantly rising, and at the same time birth rates are declining. Although having children has become more fashionable again in recent years, these short-term fluctuations in birth rates don't change the general trend at all.|[no title]|0|In a few decades our society will have a disproportionate number of old people: the life expectancy is constantly rising, and at the same time birth rates are declining.|amod|few|decades|In a|few|decades our society will have a disproportionate number of old people: the life expectancy is constantly rising, and at the same time birth rates are declining.|3|3|4
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_d10.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_109.dat|In a few decades our society will have a disproportionate number of old people: the life expectancy is constantly rising, and at the same time birth rates are declining. Although having children has become more fashionable again in recent years, these short-term fluctuations in birth rates don't change the general trend at all.|[no title]|0|In a few decades our society will have a disproportionate number of old people: the life expectancy is constantly rising, and at the same time birth rates are declining.|compound|life|expectancy|In a few decades our society will have a disproportionate number of old people: the|life|expectancy is constantly rising, and at the same time birth rates are declining.|16|16|18
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_d10.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_109.dat|In a few decades our society will have a disproportionate number of old people: the life expectancy is constantly rising, and at the same time birth rates are declining. Although having children has become more fashionable again in recent years, these short-term fluctuations in birth rates don't change the general trend at all.|[no title]|0|In a few decades our society will have a disproportionate number of old people: the life expectancy is constantly rising, and at the same time birth rates are declining.|advmod|constantly|rising|In a few decades our society will have a disproportionate number of old people: the life expectancy is|constantly|rising, and at the same time birth rates are declining.|19|19|21
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_d10.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_109.dat|In a few decades our society will have a disproportionate number of old people: the life expectancy is constantly rising, and at the same time birth rates are declining. Although having children has become more fashionable again in recent years, these short-term fluctuations in birth rates don't change the general trend at all.|[no title]|0|In a few decades our society will have a disproportionate number of old people: the life expectancy is constantly rising, and at the same time birth rates are declining.|amod|same|time|In a few decades our society will have a disproportionate number of old people: the life expectancy is constantly rising, and at the|same|time birth rates are declining.|24|24|27
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_d10.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_109.dat|In a few decades our society will have a disproportionate number of old people: the life expectancy is constantly rising, and at the same time birth rates are declining. Although having children has become more fashionable again in recent years, these short-term fluctuations in birth rates don't change the general trend at all.|[no title]|1|Although having children has become more fashionable again in recent years, these short-term fluctuations in birth rates don't change the general trend at all.|advmod|again|become|Although having children has become more fashionable|again|in recent years, these short-term fluctuations in birth rates don't change the general trend at all.|8|8|5
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_d10.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_109.dat|In a few decades our society will have a disproportionate number of old people: the life expectancy is constantly rising, and at the same time birth rates are declining. Although having children has become more fashionable again in recent years, these short-term fluctuations in birth rates don't change the general trend at all.|[no title]|1|Although having children has become more fashionable again in recent years, these short-term fluctuations in birth rates don't change the general trend at all.|amod|short-term|fluctuations|Although having children has become more fashionable again in recent years, these|short-term|fluctuations in birth rates don't change the general trend at all.|13|13|15
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b011.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_51.dat|For dog dirt left on the pavement dog owners should by all means pay a bit more. Indeed it's not the fault of the animals, but once you step in it, their excrement seems to stick rather persistently to your soles.|[no title]|1|Indeed it's not the fault of the animals, but once you step in it, their excrement seems to stick rather persistently to your soles.|advmod|Indeed|fault||Indeed|It's not the fault of the animals, but once you step in it, their excrement seems to stick rather persistently to your soles.|1|1|6
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b051.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_68.dat|Due to the increase in opening hours on Sundays and holidays there is a rise in employment. However it's mainly temps (that is, students, pupils etc.) who are employed, so this has hardly any effect on the level of full-time employment and the number of unemployed. On top of that, private and family life suffers massively because of this reduction and shifting in designated off-times. And it’s only the large companies that can afford the additional personnel expenditure. For these reasons supermarkets and shopping centres should not be allowed to be open for business on arbitrary Sundays and holidays.|[no title]|1|However it's mainly temps (that is, students, pupils etc.)|advmod|However|temps||However|It's mainly temps (that is, students, pupils etc.)|1|1|5
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b051.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_68.dat|Due to the increase in opening hours on Sundays and holidays there is a rise in employment. However it's mainly temps (that is, students, pupils etc.) who are employed, so this has hardly any effect on the level of full-time employment and the number of unemployed. On top of that, private and family life suffers massively because of this reduction and shifting in designated off-times. And it’s only the large companies that can afford the additional personnel expenditure. For these reasons supermarkets and shopping centres should not be allowed to be open for business on arbitrary Sundays and holidays.|[no title]|1|However it's mainly temps (that is, students, pupils etc.)|advmod|mainly|temps|However it's|mainly|temps (that is, students, pupils etc.)|3|3|5
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b051.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_68.dat|Due to the increase in opening hours on Sundays and holidays there is a rise in employment. However it's mainly temps (that is, students, pupils etc.) who are employed, so this has hardly any effect on the level of full-time employment and the number of unemployed. On top of that, private and family life suffers massively because of this reduction and shifting in designated off-times. And it’s only the large companies that can afford the additional personnel expenditure. For these reasons supermarkets and shopping centres should not be allowed to be open for business on arbitrary Sundays and holidays.|[no title]|2|who are employed, so this has hardly any effect on the level of full-time employment and the number of unemployed.|amod|full-time|employment|who are employed, so this has hardly any effect on the level of|full-time|employment and the number of unemployed.|14|14|16
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b051.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_68.dat|Due to the increase in opening hours on Sundays and holidays there is a rise in employment. However it's mainly temps (that is, students, pupils etc.) who are employed, so this has hardly any effect on the level of full-time employment and the number of unemployed. On top of that, private and family life suffers massively because of this reduction and shifting in designated off-times. And it’s only the large companies that can afford the additional personnel expenditure. For these reasons supermarkets and shopping centres should not be allowed to be open for business on arbitrary Sundays and holidays.|[no title]|3|On top of that, private and family life suffers massively because of this reduction and shifting in designated off-times.|amod|designated|off-times|On top of that, private and family life suffers massively because of this reduction and shifting in|designated|off-times.|18|18|20
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b051.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_68.dat|Due to the increase in opening hours on Sundays and holidays there is a rise in employment. However it's mainly temps (that is, students, pupils etc.) who are employed, so this has hardly any effect on the level of full-time employment and the number of unemployed. On top of that, private and family life suffers massively because of this reduction and shifting in designated off-times. And it’s only the large companies that can afford the additional personnel expenditure. For these reasons supermarkets and shopping centres should not be allowed to be open for business on arbitrary Sundays and holidays.|[no title]|4|And it’s only the large companies that can afford the additional personnel expenditure.|advmod|only|companies|And it’s|only|the large companies that can afford the additional personnel expenditure.|3|3|7
